image_path,person_id,category,reason,blur_score,face_count,action
datasets/raw\actors\irrfan_khan\02821bd06f.jpg,irrfan_khan,actors,no_face,40.9,0,move
datasets/raw\actors\irrfan_khan\0f48d265ff.jpg,irrfan_khan,actors,no_face,134.9,0,move
datasets/raw\actors\irrfan_khan\1637047256.jpg,irrfan_khan,actors,no_face,340.7,0,move
datasets/raw\actors\irrfan_khan\2592e6a955.jpg,irrfan_khan,actors,no_face,1154.1,0,move
datasets/raw\actors\irrfan_khan\7d11b4d5b8.jpg,irrfan_khan,actors,no_face,539.8,0,move
datasets/raw\actors\irrfan_khan\891ea20830.jpg,irrfan_khan,actors,no_face,1245.9,0,move
datasets/raw\actors\irrfan_khan\a731ee7029.jpg,irrfan_khan,actors,no_face,44.5,0,move
datasets/raw\actors\irrfan_khan\bd398b52e8.jpg,irrfan_khan,actors,no_face,432.9,0,move
datasets/raw\actors\irrfan_khan\c45bb9911a.jpg,irrfan_khan,actors,no_face,1536.8,0,move
datasets/raw\actors\irrfan_khan\d8e64b123e.jpg,irrfan_khan,actors,no_face,1038.7,0,move
datasets/raw\actors\irrfan_khan\download (3).jpg,irrfan_khan,actors,no_face,1205.4,0,move
datasets/raw\actors\irrfan_khan\download (6).jpg,irrfan_khan,actors,no_face,1555.3,0,move
datasets/raw\actors\irrfan_khan\eec8cd1ad8.jpg,irrfan_khan,actors,no_face,705.1,0,move
datasets/raw\actors\irrfan_khan\images (1).jpg,irrfan_khan,actors,no_face,2064.9,0,move
datasets/raw\actors\irrfan_khan\images (2).jpg,irrfan_khan,actors,no_face,466.6,0,move
datasets/raw\actors\irrfan_khan\images (4).jpg,irrfan_khan,actors,no_face,951.2,0,move
datasets/raw\actors\irrfan_khan\images (6).jpg,irrfan_khan,actors,no_face,1605.1,0,move
datasets/raw\actors\irrfan_khan\images (8).jpg,irrfan_khan,actors,no_face,684.7,0,move
datasets/raw\actors\irrfan_khan\images.jpg,irrfan_khan,actors,no_face,3486.1,0,move
datasets/raw\actors\jaspal_bhatti\1424d75a07.jpg,jaspal_bhatti,actors,no_face,2380.3,0,move
datasets/raw\actors\jaspal_bhatti\150d7c74aa.jpg,jaspal_bhatti,actors,no_face,497.3,0,move
datasets/raw\actors\jaspal_bhatti\1da175e487.jpg,jaspal_bhatti,actors,no_face,1044.0,0,move
datasets/raw\actors\jaspal_bhatti\2596aa5875.jpg,jaspal_bhatti,actors,no_face,1005.6,0,move
datasets/raw\actors\jaspal_bhatti\3bdec9fe78.jpg,jaspal_bhatti,actors,no_face,134.2,0,move
datasets/raw\actors\jaspal_bhatti\4638871ed7.jpg,jaspal_bhatti,actors,no_face,1487.7,0,move
datasets/raw\actors\jaspal_bhatti\4b37bce46f.jpg,jaspal_bhatti,actors,no_face,116.1,0,move
datasets/raw\actors\jaspal_bhatti\53bc18a247.jpg,jaspal_bhatti,actors,no_face,261.7,0,move
datasets/raw\actors\jaspal_bhatti\679b8a4361.jpg,jaspal_bhatti,actors,no_face,2013.6,0,move
datasets/raw\actors\jaspal_bhatti\700001f264.jpg,jaspal_bhatti,actors,no_face,555.6,0,move
datasets/raw\actors\jaspal_bhatti\7bb0bf1493.jpg,jaspal_bhatti,actors,no_face,974.2,0,move
datasets/raw\actors\jaspal_bhatti\8580cf4a0b.jpg,jaspal_bhatti,actors,no_face,1970.0,0,move
datasets/raw\actors\jaspal_bhatti\862ed79e36.jpg,jaspal_bhatti,actors,no_face,422.9,0,move
datasets/raw\actors\jaspal_bhatti\8ce3c13e61.jpg,jaspal_bhatti,actors,no_face,558.0,0,move
datasets/raw\actors\jaspal_bhatti\8e0957dfcb.jpg,jaspal_bhatti,actors,no_face,542.3,0,move
datasets/raw\actors\jaspal_bhatti\9a1866a6d8.jpg,jaspal_bhatti,actors,no_face,3544.5,0,move
datasets/raw\actors\jaspal_bhatti\a0e1162f99.jpg,jaspal_bhatti,actors,no_face,2137.5,0,move
datasets/raw\actors\jeetendra\06f1b493d6.jpg,jeetendra,actors,no_face,280.0,0,move
datasets/raw\actors\jeetendra\0c9df00d99.jpg,jeetendra,actors,no_face,422.8,0,move
datasets/raw\actors\jeetendra\178081abd1.jpg,jeetendra,actors,no_face,728.1,0,move
datasets/raw\actors\jeetendra\2c2042d8a7.jpg,jeetendra,actors,no_face,1302.2,0,move
datasets/raw\actors\jeetendra\45accaa11e.jpg,jeetendra,actors,no_face,145.3,0,move
datasets/raw\actors\jeetendra\4bda6518f4.jpg,jeetendra,actors,no_face,2543.6,0,move
datasets/raw\actors\jeetendra\5251305963.jpg,jeetendra,actors,no_face,302.2,0,move
datasets/raw\actors\jeetendra\62211b8752.jpg,jeetendra,actors,no_face,1763.0,0,move
datasets/raw\actors\jeetendra\682e1b0534.jpg,jeetendra,actors,no_face,856.3,0,move
datasets/raw\actors\jeetendra\72ff00ea2a.jpg,jeetendra,actors,no_face,1849.1,0,move
datasets/raw\actors\jeetendra\79fb70036a.jpg,jeetendra,actors,no_face,173.4,0,move
datasets/raw\actors\jeetendra\90343178c9.jpg,jeetendra,actors,no_face,2006.3,0,move
datasets/raw\actors\jeetendra\95c93c5cc4.jpg,jeetendra,actors,no_face,611.6,0,move
datasets/raw\actors\jeetendra\a8606ace33.jpg,jeetendra,actors,no_face,43.6,0,move
datasets/raw\actors\jeetendra\ae9bb3e45e.jpg,jeetendra,actors,no_face,175.6,0,move
datasets/raw\actors\jimmy_sheirgill\06bbdaee68.jpg,jimmy_sheirgill,actors,no_face,386.4,0,move
datasets/raw\actors\jimmy_sheirgill\0d9402dadf.jpg,jimmy_sheirgill,actors,no_face,1326.6,0,move
datasets/raw\actors\jimmy_sheirgill\160fed53a2.jpg,jimmy_sheirgill,actors,no_face,160.8,0,move
datasets/raw\actors\jimmy_sheirgill\208f705aad.jpg,jimmy_sheirgill,actors,no_face,281.7,0,move
datasets/raw\actors\jimmy_sheirgill\24af1eddeb.jpg,jimmy_sheirgill,actors,no_face,238.7,0,move
datasets/raw\actors\jimmy_sheirgill\2bbd140491.jpg,jimmy_sheirgill,actors,no_face,214.0,0,move
datasets/raw\actors\jimmy_sheirgill\30dd2a43e2.jpg,jimmy_sheirgill,actors,no_face,54.8,0,move
datasets/raw\actors\jimmy_sheirgill\3a2cdc6429.jpg,jimmy_sheirgill,actors,no_face,489.6,0,move
datasets/raw\actors\jimmy_sheirgill\3eea739998.jpg,jimmy_sheirgill,actors,no_face,229.3,0,move
datasets/raw\actors\jimmy_sheirgill\457eaa8104.jpg,jimmy_sheirgill,actors,no_face,1496.3,0,move
datasets/raw\actors\jimmy_sheirgill\47c038dc2b.jpg,jimmy_sheirgill,actors,no_face,548.5,0,move
datasets/raw\actors\jimmy_sheirgill\5c9b821cb5.jpg,jimmy_sheirgill,actors,no_face,288.6,0,move
datasets/raw\actors\jimmy_sheirgill\62d1c47c48.jpg,jimmy_sheirgill,actors,no_face,127.8,0,move
datasets/raw\actors\jimmy_sheirgill\6efe9930cb.jpg,jimmy_sheirgill,actors,no_face,128.8,0,move
datasets/raw\actors\jimmy_sheirgill\7a6a53bb75.jpg,jimmy_sheirgill,actors,no_face,705.4,0,move
datasets/raw\actors\jimmy_sheirgill\7fe5475cab.jpg,jimmy_sheirgill,actors,no_face,196.5,0,move
datasets/raw\actors\johnny_lever\02fa432e72.jpg,johnny_lever,actors,no_face,360.3,0,move
datasets/raw\actors\johnny_lever\0952e14127.jpg,johnny_lever,actors,no_face,2373.1,0,move
datasets/raw\actors\johnny_lever\13e7f5ae5e.jpg,johnny_lever,actors,no_face,1210.3,0,move
datasets/raw\actors\johnny_lever\1eb57a912a.jpg,johnny_lever,actors,no_face,1306.2,0,move
datasets/raw\actors\johnny_lever\21c305abb7.jpg,johnny_lever,actors,no_face,1343.7,0,move
datasets/raw\actors\johnny_lever\31731822c6.jpg,johnny_lever,actors,no_face,873.0,0,move
datasets/raw\actors\johnny_lever\411a58d960.jpg,johnny_lever,actors,no_face,2182.9,0,move
datasets/raw\actors\johnny_lever\4ab9d3b455.jpg,johnny_lever,actors,no_face,335.3,0,move
datasets/raw\actors\johnny_lever\4f61a03735.jpg,johnny_lever,actors,no_face,1224.4,0,move
datasets/raw\actors\johnny_lever\68a43319d8.jpg,johnny_lever,actors,no_face,95.9,0,move
datasets/raw\actors\johnny_lever\7755b9ec2f.jpg,johnny_lever,actors,no_face,411.4,0,move
datasets/raw\actors\johnny_lever\7a75035f5f.jpg,johnny_lever,actors,no_face,993.3,0,move
datasets/raw\actors\johnny_lever\7eb24cfada.jpg,johnny_lever,actors,no_face,855.5,0,move
datasets/raw\actors\johnny_lever\898e2e284b.jpg,johnny_lever,actors,no_face,1172.2,0,move
datasets/raw\actors\johnny_lever\8e514d59f2.jpg,johnny_lever,actors,no_face,3692.9,0,move
datasets/raw\actors\johnny_lever\a6bf67dfe4.jpg,johnny_lever,actors,no_face,57.9,0,move
datasets/raw\actors\kader_khan\06c74e5206.jpg,kader_khan,actors,no_face,1715.1,0,move
datasets/raw\actors\kader_khan\0f47649a50.jpg,kader_khan,actors,no_face,204.4,0,move
datasets/raw\actors\kader_khan\133549c016.jpg,kader_khan,actors,no_face,1224.0,0,move
datasets/raw\actors\kader_khan\25d3d454a5.jpg,kader_khan,actors,no_face,130.5,0,move
datasets/raw\actors\kader_khan\27d6896c89.jpg,kader_khan,actors,no_face,512.3,0,move
datasets/raw\actors\kader_khan\2e460a638f.jpg,kader_khan,actors,no_face,481.6,0,move
datasets/raw\actors\kader_khan\324ee48170.jpg,kader_khan,actors,no_face,903.1,0,move
datasets/raw\actors\kader_khan\45bf2382e8.jpg,kader_khan,actors,no_face,605.2,0,move
datasets/raw\actors\kader_khan\4a189558b9.jpg,kader_khan,actors,no_face,607.5,0,move
datasets/raw\actors\kader_khan\5635021a20.jpg,kader_khan,actors,no_face,1095.5,0,move
datasets/raw\actors\kader_khan\61daeb51b7.jpg,kader_khan,actors,no_face,988.5,0,move
datasets/raw\actors\kader_khan\81221a9225.jpg,kader_khan,actors,no_face,1844.9,0,move
datasets/raw\actors\kader_khan\997c328fff.jpg,kader_khan,actors,no_face,145.7,0,move
datasets/raw\actors\kamal_haasan\027ec1a8b4.jpg,kamal_haasan,actors,no_face,122.6,0,move
datasets/raw\actors\kamal_haasan\0c14725b02.jpg,kamal_haasan,actors,no_face,324.9,0,move
datasets/raw\actors\kamal_haasan\0fa5a3ed74.jpg,kamal_haasan,actors,no_face,807.7,0,move
datasets/raw\actors\kamal_haasan\1daa4e59e3.jpg,kamal_haasan,actors,no_face,372.3,0,move
datasets/raw\actors\kamal_haasan\2e51661d0d.jpg,kamal_haasan,actors,no_face,635.6,0,move
datasets/raw\actors\kamal_haasan\30c3bcfbc4.jpg,kamal_haasan,actors,no_face,501.9,0,move
datasets/raw\actors\kamal_haasan\3f7f5e11f9.jpg,kamal_haasan,actors,no_face,1144.5,0,move
datasets/raw\actors\kamal_haasan\4ae6d28ea1.jpg,kamal_haasan,actors,no_face,187.1,0,move
datasets/raw\actors\kamal_haasan\55a4fcbd77.jpg,kamal_haasan,actors,no_face,50.9,0,move
datasets/raw\actors\kamal_haasan\5857f1015c.jpg,kamal_haasan,actors,no_face,450.0,0,move
datasets/raw\actors\kamal_haasan\6c62de5565.jpg,kamal_haasan,actors,no_face,478.5,0,move
datasets/raw\actors\kamal_haasan\74fb866419.jpg,kamal_haasan,actors,no_face,125.6,0,move
datasets/raw\actors\kamal_haasan\7bed240d04.jpg,kamal_haasan,actors,no_face,1385.5,0,move
datasets/raw\actors\kamal_haasan\90cfe134cd.jpg,kamal_haasan,actors,no_face,104.5,0,move
datasets/raw\actors\kamal_haasan\9af29017ab.jpg,kamal_haasan,actors,no_face,666.2,0,move
datasets/raw\actors\kay_kay_menon\06c9baba59.jpg,kay_kay_menon,actors,no_face,972.5,0,move
datasets/raw\actors\kay_kay_menon\07e047ba13.jpg,kay_kay_menon,actors,no_face,896.4,0,move
datasets/raw\actors\kay_kay_menon\0ca83a5edf.jpg,kay_kay_menon,actors,no_face,89.2,0,move
datasets/raw\actors\kay_kay_menon\2b9d07a1d1.jpg,kay_kay_menon,actors,no_face,1346.5,0,move
datasets/raw\actors\kay_kay_menon\2e36315d8a.jpg,kay_kay_menon,actors,no_face,80.4,0,move
datasets/raw\actors\kay_kay_menon\33dfa26afb.jpg,kay_kay_menon,actors,no_face,1326.4,0,move
datasets/raw\actors\kay_kay_menon\372d6106e0.jpg,kay_kay_menon,actors,no_face,695.8,0,move
datasets/raw\actors\kay_kay_menon\39a7208364.jpg,kay_kay_menon,actors,no_face,82.2,0,move
datasets/raw\actors\kay_kay_menon\3ca27cdc29.jpg,kay_kay_menon,actors,no_face,4758.2,0,move
datasets/raw\actors\kay_kay_menon\3f9fced787.jpg,kay_kay_menon,actors,no_face,548.8,0,move
datasets/raw\actors\kay_kay_menon\4c952b1e07.jpg,kay_kay_menon,actors,no_face,2091.1,0,move
datasets/raw\actors\kay_kay_menon\4ddc50f627.jpg,kay_kay_menon,actors,no_face,676.0,0,move
datasets/raw\actors\kay_kay_menon\556ee07dd7.jpg,kay_kay_menon,actors,no_face,92.6,0,move
datasets/raw\actors\kay_kay_menon\5ce941b910.jpg,kay_kay_menon,actors,no_face,108.9,0,move
datasets/raw\actors\kay_kay_menon\5e2b77da58.jpg,kay_kay_menon,actors,no_face,189.1,0,move
datasets/raw\actors\kay_kay_menon\6b5c4c42c8.jpg,kay_kay_menon,actors,no_face,527.5,0,move
datasets/raw\actors\kay_kay_menon\6ef1267ec1.jpg,kay_kay_menon,actors,no_face,300.0,0,move
datasets/raw\actors\kay_kay_menon\8c6c694757.jpg,kay_kay_menon,actors,no_face,785.4,0,move
datasets/raw\actors\kay_kay_menon\9dac4b82d3.jpg,kay_kay_menon,actors,no_face,300.4,0,move
datasets/raw\actors\konkona_sen_sharma\03ee08cdf4.jpg,konkona_sen_sharma,actors,no_face,837.8,0,move
datasets/raw\actors\konkona_sen_sharma\0b94eb3008.jpg,konkona_sen_sharma,actors,no_face,636.9,0,move
datasets/raw\actors\konkona_sen_sharma\0f25b32ddd.jpg,konkona_sen_sharma,actors,no_face,1066.7,0,move
datasets/raw\actors\konkona_sen_sharma\1a078590a8.jpg,konkona_sen_sharma,actors,no_face,345.8,0,move
datasets/raw\actors\konkona_sen_sharma\1ea1ad0e3d.jpg,konkona_sen_sharma,actors,no_face,204.7,0,move
datasets/raw\actors\konkona_sen_sharma\3a4df19f90.jpg,konkona_sen_sharma,actors,no_face,502.4,0,move
datasets/raw\actors\konkona_sen_sharma\3b704dbdb2.jpg,konkona_sen_sharma,actors,no_face,2799.3,0,move
datasets/raw\actors\konkona_sen_sharma\3de3e08eb0.jpg,konkona_sen_sharma,actors,no_face,234.8,0,move
datasets/raw\actors\konkona_sen_sharma\49c6337705.jpg,konkona_sen_sharma,actors,no_face,944.1,0,move
datasets/raw\actors\konkona_sen_sharma\4f1d5f1924.jpg,konkona_sen_sharma,actors,no_face,333.0,0,move
datasets/raw\actors\konkona_sen_sharma\56f04f5143.jpg,konkona_sen_sharma,actors,no_face,662.8,0,move
datasets/raw\actors\konkona_sen_sharma\5be0c2791b.jpg,konkona_sen_sharma,actors,no_face,2662.3,0,move
datasets/raw\actors\konkona_sen_sharma\5e44bdc476.jpg,konkona_sen_sharma,actors,no_face,553.4,0,move
datasets/raw\actors\konkona_sen_sharma\619b50907f.jpg,konkona_sen_sharma,actors,no_face,2159.9,0,move
datasets/raw\actors\konkona_sen_sharma\6f1d6e15d0.jpg,konkona_sen_sharma,actors,no_face,170.1,0,move
datasets/raw\actors\konkona_sen_sharma\71fc937654.jpg,konkona_sen_sharma,actors,no_face,237.2,0,move
datasets/raw\actors\konkona_sen_sharma\7aaabaed15.jpg,konkona_sen_sharma,actors,no_face,1354.8,0,move
datasets/raw\actors\konkona_sen_sharma\8cf249e04b.jpg,konkona_sen_sharma,actors,no_face,88.1,0,move
datasets/raw\actors\kulbhushan_kharbanda\01abf278a5.jpg,kulbhushan_kharbanda,actors,no_face,89.0,0,move
datasets/raw\actors\kulbhushan_kharbanda\0aeb9c2512.jpg,kulbhushan_kharbanda,actors,no_face,53.4,0,move
datasets/raw\actors\kulbhushan_kharbanda\13a5211537.jpg,kulbhushan_kharbanda,actors,no_face,594.2,0,move
datasets/raw\actors\kulbhushan_kharbanda\1f0af9ef82.jpg,kulbhushan_kharbanda,actors,no_face,244.1,0,move
datasets/raw\actors\kulbhushan_kharbanda\2b99770667.jpg,kulbhushan_kharbanda,actors,no_face,5414.2,0,move
datasets/raw\actors\kulbhushan_kharbanda\2d2553577b.jpg,kulbhushan_kharbanda,actors,no_face,983.7,0,move
datasets/raw\actors\kulbhushan_kharbanda\2e5b89ffd5.jpg,kulbhushan_kharbanda,actors,no_face,1166.8,0,move
datasets/raw\actors\kulbhushan_kharbanda\3075c9d27d.jpg,kulbhushan_kharbanda,actors,no_face,1426.4,0,move
datasets/raw\actors\kulbhushan_kharbanda\381fb38562.jpg,kulbhushan_kharbanda,actors,no_face,1041.8,0,move
datasets/raw\actors\kulbhushan_kharbanda\3edeb2e2fd.jpg,kulbhushan_kharbanda,actors,no_face,87.3,0,move
datasets/raw\actors\kulbhushan_kharbanda\408a39a5e9.jpg,kulbhushan_kharbanda,actors,no_face,311.5,0,move
datasets/raw\actors\kulbhushan_kharbanda\43ef34270a.jpg,kulbhushan_kharbanda,actors,no_face,674.0,0,move
datasets/raw\actors\kulbhushan_kharbanda\4b7b326c1d.jpg,kulbhushan_kharbanda,actors,no_face,1216.3,0,move
datasets/raw\actors\kulbhushan_kharbanda\4e4de9419e.jpg,kulbhushan_kharbanda,actors,no_face,957.3,0,move
datasets/raw\actors\kulbhushan_kharbanda\5fecce8edc.jpg,kulbhushan_kharbanda,actors,no_face,123.2,0,move
datasets/raw\actors\kulbhushan_kharbanda\670e41a0fc.jpg,kulbhushan_kharbanda,actors,no_face,306.1,0,move
datasets/raw\actors\kulbhushan_kharbanda\6e784747ef.jpg,kulbhushan_kharbanda,actors,no_face,425.4,0,move
datasets/raw\actors\kulbhushan_kharbanda\81f39c5191.jpg,kulbhushan_kharbanda,actors,no_face,171.1,0,move
datasets/raw\actors\kulbhushan_kharbanda\9ad853ab08.jpg,kulbhushan_kharbanda,actors,no_face,93.8,0,move
datasets/raw\actors\lara_dutta\0d1a59789e.jpg,lara_dutta,actors,no_face,1025.1,0,move
datasets/raw\actors\lara_dutta\1e67141fc5.jpg,lara_dutta,actors,no_face,1725.0,0,move
datasets/raw\actors\lara_dutta\23b971068a.jpg,lara_dutta,actors,no_face,651.3,0,move
datasets/raw\actors\lara_dutta\2dc3d5c4ed.jpg,lara_dutta,actors,no_face,706.9,0,move
datasets/raw\actors\lara_dutta\3bda5b76f7.jpg,lara_dutta,actors,no_face,1701.3,0,move
datasets/raw\actors\lara_dutta\556c141d83.jpg,lara_dutta,actors,no_face,875.5,0,move
datasets/raw\actors\lara_dutta\5f91e4f7ae.jpg,lara_dutta,actors,no_face,283.1,0,move
datasets/raw\actors\lara_dutta\633c17d909.jpg,lara_dutta,actors,no_face,74.7,0,move
datasets/raw\actors\lara_dutta\6c32bf11e3.jpg,lara_dutta,actors,no_face,3703.5,0,move
datasets/raw\actors\lara_dutta\72bb1dc071.jpg,lara_dutta,actors,no_face,542.2,0,move
datasets/raw\actors\lara_dutta\7dba1341ca.jpg,lara_dutta,actors,no_face,471.5,0,move
datasets/raw\actors\lara_dutta\8e4761b1a9.jpg,lara_dutta,actors,no_face,1683.0,0,move
datasets/raw\actors\lara_dutta\9a5975a284.jpg,lara_dutta,actors,no_face,390.1,0,move
datasets/raw\actors\madhavan\00a65fc711.jpg,madhavan,actors,no_face,190.2,0,move
datasets/raw\actors\madhavan\015bbdafe4.jpg,madhavan,actors,no_face,374.0,0,move
datasets/raw\actors\madhavan\0a97abed5a.jpg,madhavan,actors,no_face,145.8,0,move
datasets/raw\actors\madhavan\163acc49ee.jpg,madhavan,actors,no_face,773.8,0,move
datasets/raw\actors\madhavan\25a83f36fb.jpg,madhavan,actors,no_face,512.1,0,move
datasets/raw\actors\madhavan\2b9d896ce0.jpg,madhavan,actors,no_face,529.8,0,move
datasets/raw\actors\madhavan\30cd8bc6c3.jpg,madhavan,actors,no_face,2237.5,0,move
datasets/raw\actors\madhavan\337dff1e02.jpg,madhavan,actors,no_face,213.3,0,move
datasets/raw\actors\madhavan\350d029cdb.jpg,madhavan,actors,no_face,233.3,0,move
datasets/raw\actors\madhavan\3f248fb9a4.jpg,madhavan,actors,no_face,116.6,0,move
datasets/raw\actors\madhavan\4a55a821b7.jpg,madhavan,actors,no_face,1719.9,0,move
datasets/raw\actors\madhavan\8aca2835d8.jpg,madhavan,actors,no_face,2625.5,0,move
datasets/raw\actors\madhavan\96dcbe07fb.jpg,madhavan,actors,no_face,380.2,0,move
datasets/raw\actors\mammootty\0053de434c.jpg,mammootty,actors,no_face,161.2,0,move
datasets/raw\actors\mammootty\0693c0c22e.jpg,mammootty,actors,no_face,109.1,0,move
datasets/raw\actors\mammootty\140130491b.jpg,mammootty,actors,no_face,216.1,0,move
datasets/raw\actors\mammootty\194edc92dc.jpg,mammootty,actors,no_face,848.2,0,move
datasets/raw\actors\mammootty\216cec798b.jpg,mammootty,actors,no_face,121.9,0,move
datasets/raw\actors\mammootty\2c7046c291.jpg,mammootty,actors,no_face,1715.2,0,move
datasets/raw\actors\mammootty\3450ae15a1.jpg,mammootty,actors,no_face,1017.7,0,move
datasets/raw\actors\mammootty\378b6451a0.jpg,mammootty,actors,no_face,6963.2,0,move
datasets/raw\actors\mammootty\3bbc3f6043.jpg,mammootty,actors,no_face,154.1,0,move
datasets/raw\actors\mammootty\4614959a80.jpg,mammootty,actors,no_face,210.9,0,move
datasets/raw\actors\mammootty\4bafe36d56.jpg,mammootty,actors,no_face,402.7,0,move
datasets/raw\actors\mammootty\5069efbe11.jpg,mammootty,actors,no_face,108.1,0,move
datasets/raw\actors\mammootty\5af0219f25.jpg,mammootty,actors,no_face,504.6,0,move
datasets/raw\actors\mammootty\5b96cbdb03.jpg,mammootty,actors,no_face,2837.3,0,move
datasets/raw\actors\mammootty\77be3098ac.jpg,mammootty,actors,no_face,72.2,0,move
datasets/raw\actors\mammootty\82f4b43be0.jpg,mammootty,actors,no_face,1114.1,0,move
datasets/raw\actors\mammootty\865bb896e8.jpg,mammootty,actors,no_face,2403.9,0,move
datasets/raw\actors\mammootty\8c618efa25.jpg,mammootty,actors,no_face,134.1,0,move
datasets/raw\actors\mammootty\a25bc945ea.jpg,mammootty,actors,no_face,726.7,0,move
datasets/raw\actors\manoj_bajpayee\04d0bc4dc5.jpg,manoj_bajpayee,actors,no_face,1121.4,0,move
datasets/raw\actors\manoj_bajpayee\08a8989936.jpg,manoj_bajpayee,actors,no_face,2908.4,0,move
datasets/raw\actors\manoj_bajpayee\0b5cf69aa3.jpg,manoj_bajpayee,actors,no_face,758.1,0,move
datasets/raw\actors\manoj_bajpayee\0c6e3b9132.jpg,manoj_bajpayee,actors,no_face,762.9,0,move
datasets/raw\actors\manoj_bajpayee\0ff29c2b52.jpg,manoj_bajpayee,actors,no_face,1353.2,0,move
datasets/raw\actors\manoj_bajpayee\376b13bda5.jpg,manoj_bajpayee,actors,no_face,1196.1,0,move
datasets/raw\actors\manoj_bajpayee\3d61403f62.jpg,manoj_bajpayee,actors,no_face,109.5,0,move
datasets/raw\actors\manoj_bajpayee\437b7578a3.jpg,manoj_bajpayee,actors,no_face,1844.2,0,move
datasets/raw\actors\manoj_bajpayee\45b1a3ab9e.jpg,manoj_bajpayee,actors,no_face,255.2,0,move
datasets/raw\actors\manoj_bajpayee\461eec1a3e.jpg,manoj_bajpayee,actors,no_face,2142.7,0,move
datasets/raw\actors\manoj_bajpayee\507c39e267.jpg,manoj_bajpayee,actors,no_face,90.2,0,move
datasets/raw\actors\manoj_bajpayee\61eaf0b1c4.jpg,manoj_bajpayee,actors,no_face,474.4,0,move
datasets/raw\actors\manoj_bajpayee\7d16923f42.jpg,manoj_bajpayee,actors,no_face,878.1,0,move
datasets/raw\actors\manoj_bajpayee\81c58ce248.jpg,manoj_bajpayee,actors,no_face,1108.5,0,move
datasets/raw\actors\manoj_bajpayee\9ae5b2c9c4.jpg,manoj_bajpayee,actors,no_face,98.0,0,move
datasets/raw\actors\manoj_pahwa\00e14ea1ac.jpg,manoj_pahwa,actors,no_face,1583.9,0,move
datasets/raw\actors\manoj_pahwa\0d82be4f99.jpg,manoj_pahwa,actors,no_face,4194.6,0,move
datasets/raw\actors\manoj_pahwa\117b7ac8b0.jpg,manoj_pahwa,actors,no_face,606.0,0,move
datasets/raw\actors\manoj_pahwa\13f3aceddd.jpg,manoj_pahwa,actors,no_face,82.5,0,move
datasets/raw\actors\manoj_pahwa\1d355af64d.jpg,manoj_pahwa,actors,no_face,142.6,0,move
datasets/raw\actors\manoj_pahwa\25703e7c1f.jpg,manoj_pahwa,actors,no_face,579.6,0,move
datasets/raw\actors\manoj_pahwa\2c7d9b8137.jpg,manoj_pahwa,actors,no_face,957.9,0,move
datasets/raw\actors\manoj_pahwa\2e1b33f19c.jpg,manoj_pahwa,actors,no_face,982.5,0,move
datasets/raw\actors\manoj_pahwa\3eb3ca21c8.jpg,manoj_pahwa,actors,no_face,159.6,0,move
datasets/raw\actors\manoj_pahwa\422612c8ca.jpg,manoj_pahwa,actors,no_face,188.6,0,move
datasets/raw\actors\manoj_pahwa\4a9aa3cc8e.jpg,manoj_pahwa,actors,no_face,1788.0,0,move
datasets/raw\actors\manoj_pahwa\512bfe9086.jpg,manoj_pahwa,actors,no_face,2030.6,0,move
datasets/raw\actors\manoj_pahwa\669d8e4628.jpg,manoj_pahwa,actors,no_face,652.9,0,move
datasets/raw\actors\manoj_pahwa\68ec3d2884.jpg,manoj_pahwa,actors,no_face,2664.6,0,move
datasets/raw\actors\manoj_pahwa\73c9fafad8.jpg,manoj_pahwa,actors,no_face,734.6,0,move
datasets/raw\actors\manoj_pahwa\9288db5775.jpg,manoj_pahwa,actors,no_face,625.3,0,move
datasets/raw\actors\manoj_pahwa\a4bbaf59b8.jpg,manoj_pahwa,actors,no_face,429.6,0,move
datasets/raw\actors\mehmood\03b5283dcd.jpg,mehmood,actors,no_face,1155.0,0,move
datasets/raw\actors\mehmood\06ec48a191.jpg,mehmood,actors,no_face,1218.1,0,move
datasets/raw\actors\mehmood\0c7e255305.jpg,mehmood,actors,no_face,786.9,0,move
datasets/raw\actors\mehmood\0fb845af07.jpg,mehmood,actors,no_face,78.6,0,move
datasets/raw\actors\mehmood\26b58554cb.jpg,mehmood,actors,no_face,4567.4,0,move
datasets/raw\actors\mehmood\2aa534ec97.jpg,mehmood,actors,no_face,1364.0,0,move
datasets/raw\actors\mehmood\36c3309bcb.jpg,mehmood,actors,no_face,402.6,0,move
datasets/raw\actors\mehmood\3c3d4ede8b.jpg,mehmood,actors,no_face,505.3,0,move
datasets/raw\actors\mehmood\569a6896ed.jpg,mehmood,actors,no_face,407.4,0,move
datasets/raw\actors\mehmood\613250cbcd.jpg,mehmood,actors,no_face,573.2,0,move
datasets/raw\actors\mehmood\78b9fc8ea8.jpg,mehmood,actors,no_face,261.2,0,move
datasets/raw\actors\mehmood\8b4aadc884.jpg,mehmood,actors,no_face,914.4,0,move
datasets/raw\actors\mehmood\9ec67a792c.jpg,mehmood,actors,no_face,487.4,0,move
datasets/raw\actors\mita_vashisht\00420fc06d.jpg,mita_vashisht,actors,no_face,2634.6,0,move
datasets/raw\actors\mita_vashisht\0b28f8b3be.jpg,mita_vashisht,actors,no_face,43.6,0,move
datasets/raw\actors\mita_vashisht\14a10cd74c.jpg,mita_vashisht,actors,no_face,1525.7,0,move
